tweet_id,airline_sentiment,is_reply,reply_count,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,index1,text_extended,text_extended_final
938115911084593153,negative,False,0,0,"Menos mal que no soy @paugasol @Iberia... mejor hacer pedagogía y hacer entender que pagando un poco más, todos pod… https://t.co/kQLifzfwn2",,2017-05-12 18:40:00,,Pacific Time (US & Canada),938115911084593153,"Menos mal que no soy @paugasol @Iberia... mejor hacer pedagogía y hacer entender que pagando un poco más, todos podemos ir un poco más cómodos. https://t.co/FpgDqWiCnK","Menos mal que no soy @paugasol @Iberia... mejor hacer pedagogía y hacer entender que pagando un poco más, todos podemos ir un poco más cómodos. https://t.co/FpgDqWiCnK"
944883680970969088,negative,False,0,0,"Amigos de @Iberia menudos impresentables, despues de un dia volando,vuelvo a casa por navidad y me perdeis la malet… https://t.co/QwRcgEBwrM",,2017-12-24 10:53:00,,Pacific Time (US & Canada),944883680970969088,"Amigos de @Iberia menudos impresentables, despues de un dia volando,vuelvo a casa por navidad y me perdeis la maleta con los regalos, espero solucion!!","Amigos de @Iberia menudos impresentables, despues de un dia volando,vuelvo a casa por navidad y me perdeis la maleta con los regalos, espero solucion!!"
937549230994051073,positive,False,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/FW3TfPhiFa",,2017-04-12 05:08:00,,Central Time (US & Canada),937549230994051073,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/FW3TfPhiFa","Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/FW3TfPhiFa"
941081978807431169,neutral,False,0,0,"Mariana Díez, directora de marketing de Quilosa-Selena Iberia https://t.co/F8n1Y1mROj",,2017-12-13 23:06:00,,Pacific Time (US & Canada),941081978807431169,"Mariana Díez, directora de marketing de Quilosa-Selena Iberia https://t.co/F8n1Y1mROj","Mariana Díez, directora de marketing de Quilosa-Selena Iberia https://t.co/F8n1Y1mROj"
933352064910012416,neutral,True,0,0,@Iberia A350!? Los van a usar en la ruta a EZE?,,2017-11-22 15:10:00,,,933352064910012416,@Iberia A350!? Los van a usar en la ruta a EZE?,@Iberia A350!? Los van a usar en la ruta a EZE?
941598213106229248,positive,False,0,0,Ryanair reconocerá a los sindicatos por primera vez en su historia https://t.co/UdEJZqBUeZ vía @CapitalRadioB,,2017-12-15 09:18:00,,Madrid,941598213106229248,Ryanair reconocerá a los sindicatos por primera vez en su historia https://t.co/UdEJZqBUeZ vía @CapitalRadioB,Ryanair reconocerá a los sindicatos por primera vez en su historia https://t.co/UdEJZqBUeZ vía @CapitalRadioB
923921122495787008,negative,False,0,0,"Se habla de la leche que se está pegando el Sabadell. Pero la de IAG (Iberia) es aún mayor, eh.
(-6,35%)
https://t.co/DtIsIf3Xkj",,2017-10-27 14:35:00,,Madrid,923921122495787008,"Se habla de la leche que se está pegando el Sabadell. Pero la de IAG (Iberia) es aún mayor, eh.
(-6,35%)
https://t.co/DtIsIf3Xkj","Se habla de la leche que se está pegando el Sabadell. Pero la de IAG (Iberia) es aún mayor, eh.
(-6,35%)
https://t.co/DtIsIf3Xkj"
931611760829792256,neutral,False,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/KlQ0gqBp56",,2017-11-17 19:55:00,,,931611760829792256,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/KlQ0gqBp56","Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/KlQ0gqBp56"
943844779976208384,neutral,False,0,0,Oferta de #empleo #TCP: @Iberia busca auxiliares de vuelo este #diciembre en #Madrid y #Barcelona… https://t.co/81VdhSjOMa,,2017-12-21 14:05:00,,,943844779976208384,Oferta de #empleo #TCP: @Iberia busca auxiliares de vuelo este #diciembre en #Madrid y #Barcelona https://t.co/9Bd2gKoUq6 https://t.co/OVepIFsTCp,Oferta de #empleo #TCP: @Iberia busca auxiliares de vuelo este #diciembre en #Madrid y #Barcelona https://t.co/9Bd2gKoUq6 https://t.co/OVepIFsTCp
941121849366368258,positive,False,0,0,"Iberia ampliará oferta de asientos a México, Argentina y Colombia https://t.co/1rKYoj1R0b #Turismo #México",,2017-12-14 01:45:00,,Mexico City,941121849366368258,"Iberia ampliará oferta de asientos a México, Argentina y Colombia https://t.co/1rKYoj1R0b #Turismo #México","Iberia ampliará oferta de asientos a México, Argentina y Colombia https://t.co/1rKYoj1R0b #Turismo #México"
942150441445548032,neutral,False,0,0,Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… https://t.co/p2JWMAXzLN,,2017-12-16 21:52:00,,,942150441445548032,Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡prepárate para ganar! https://t.co/abRpS2k4fv,Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡prepárate para ganar! https://t.co/abRpS2k4fv
941436315547127809,neutral,True,0,0,@Iberia @TIBURONSANZ A ver cómo llega......,,2017-12-14 22:34:00,,Madrid,941436315547127809,@Iberia @TIBURONSANZ A ver cómo llega......,@Iberia @TIBURONSANZ A ver cómo llega......
930553946023841794,negative,True,0,0,"@toppertorpe Pues siendo una, digamos, filial de IAG (sociedad de Iberia y British Airways) yo no les tocaría mucho… https://t.co/sAkK0jNuP1",,2017-11-14 21:52:00,,,930553946023841794,"@toppertorpe Pues siendo una, digamos, filial de IAG (sociedad de Iberia y British Airways) yo no les tocaría mucho los flaps porque se piran sin mucho miramiento.","@toppertorpe Pues siendo una, digamos, filial de IAG (sociedad de Iberia y British Airways) yo no les tocaría mucho los flaps porque se piran sin mucho miramiento."
937424103488843776,negative,True,0,0,@Iberia No te preocupes @Iberia esperaré a que me toque algo en el #SorteoDeNavidad #CMUOC https://t.co/R17FtE54Gb,,2017-03-12 20:51:00,,Madrid,937424103488843776,@Iberia No te preocupes @Iberia esperaré a que me toque algo en el #SorteoDeNavidad #CMUOC https://t.co/R17FtE54Gb,@Iberia No te preocupes @Iberia esperaré a que me toque algo en el #SorteoDeNavidad #CMUOC https://t.co/R17FtE54Gb
923271099151994880,negative,True,0,0,@Iberia Si. Ya me había ido. No había ningún stand de Iberia en la zona del equipaje,,2017-10-25 19:32:00,,Caracas,923271099151994880,@Iberia Si. Ya me había ido. No había ningún stand de Iberia en la zona del equipaje,@Iberia Si. Ya me había ido. No había ningún stand de Iberia en la zona del equipaje
941368109289693186,neutral,False,0,0,Iberia celebra su 90 aniversario: casi un siglo volando con los españoles https://t.co/ABMOYka8R1… https://t.co/gERrOrmxWj,,2017-12-14 18:03:00,,,941368109289693186,ERROR,Iberia celebra su 90 aniversario: casi un siglo volando con los españoles https://t.co/ABMOYka8R1… https://t.co/gERrOrmxWj
942400199523295233,neutral,False,0,0,COSMO K - RYANAIR @OchoYMedioClub 15/12/2017: https://t.co/Qzq69heWIq vía @YouTube,,2017-12-17 14:24:00,,Athens,942400199523295233,COSMO K - RYANAIR @OchoYMedioClub 15/12/2017: https://t.co/Qzq69heWIq vía @YouTube,COSMO K - RYANAIR @OchoYMedioClub 15/12/2017: https://t.co/Qzq69heWIq vía @YouTube
938270102583001088,neutral,False,0,0,"""Puedes encontrar tiempo para la tecnología y también para hablar con tu familia"".Echa un vistazo a esta interesant… https://t.co/zJHfS7uFHZ",,2017-06-12 04:53:00,,Madrid,938270102583001088,"""Puedes encontrar tiempo para la tecnología y también para hablar con tu familia"".Echa un vistazo a esta interesante entrevista en @elespanolcom con Alberto Ruano, director general de Lenovo Iberia. ?? https://t.co/Ho2MBGm8z8 https://t.co/U9Nf68eqQk #LenovoChampions https://t.co/Dvq3Ykhdhc","""Puedes encontrar tiempo para la tecnología y también para hablar con tu familia"".Echa un vistazo a esta interesante entrevista en @elespanolcom con Alberto Ruano, director general de Lenovo Iberia. ?? https://t.co/Ho2MBGm8z8 https://t.co/U9Nf68eqQk #LenovoChampions https://t.co/Dvq3Ykhdhc"
940735482958401536,positive,False,0,0,Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… https://t.co/KBPIS0b16W,,2017-12-13 00:09:00,,Central Time (US & Canada),940735482958401536,Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡prepárate para ganar! https://t.co/XZUlQzBXuK,Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡prepárate para ganar! https://t.co/XZUlQzBXuK
933098303306076161,neutral,False,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/aUPaLAjIxK",,2017-11-21 22:22:00,,Buenos Aires,933098303306076161,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/aUPaLAjIxK","Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/aUPaLAjIxK"
924989371480240128,neutral,True,0,0,@AlvProdz La A de... ??? https://t.co/CmZuDTHQjz,,2017-10-30 13:20:00,"Madrid, España",Madrid,924989371480240128,@AlvProdz La A de... ??? https://t.co/CmZuDTHQjz,@AlvProdz La A de... ??? https://t.co/CmZuDTHQjz
923485018898534400,neutral,True,0,0,"@Iberia @herifrade No, no. Por aquí mola más. Así os calamos.",,2017-10-26 09:42:00,,Madrid,923485018898534400,"@Iberia @herifrade No, no. Por aquí mola más. Así os calamos.","@Iberia @herifrade No, no. Por aquí mola más. Así os calamos."
935245224242237446,neutral,False,0,0,Perdiendo tiempo y dinero gracias al embarque desastroso de @Iberia ya que da prioridad a quien da la gana! https://t.co/ipxx11jIti,,2017-11-27 20:33:00,,Athens,935245224242237446,Perdiendo tiempo y dinero gracias al embarque desastroso de @Iberia ya que da prioridad a quien da la gana! https://t.co/ipxx11jIti,Perdiendo tiempo y dinero gracias al embarque desastroso de @Iberia ya que da prioridad a quien da la gana! https://t.co/ipxx11jIti
935522320709505025,neutral,False,0,0,Ofrecemos los suiguientes destinos : ?ARGENTINA-GOL AIRLINES 600$ ?MADRID-IBERIA AIRLINES 1200$ ?CHILE-LATHAN AIRLI… https://t.co/blSAQa7TZc,,2017-11-28 14:54:00,,,935522320709505025,Ofrecemos los suiguientes destinos : ?ARGENTINA-GOL AIRLINES 600$ ?MADRID-IBERIA AIRLINES 1200$ ?CHILE-LATHAN AIRLINES 700$ ?MEXICO-AEROMEXICO 800$ ?BOGOTA-WINGO AIRLINES 5.745.655 BS ?PANAMA-LASER AIRLINES 3.900.000 BS https://t.co/bbr1ZNkqT2,Ofrecemos los suiguientes destinos : ?ARGENTINA-GOL AIRLINES 600$ ?MADRID-IBERIA AIRLINES 1200$ ?CHILE-LATHAN AIRLINES 700$ ?MEXICO-AEROMEXICO 800$ ?BOGOTA-WINGO AIRLINES 5.745.655 BS ?PANAMA-LASER AIRLINES 3.900.000 BS https://t.co/bbr1ZNkqT2
943085078678265856,negative,True,0,0,@Iberia Saben qué es lo que nos enoja a los consumidores de ustedes? Que no dicen nada porque no quieren comunicarl… https://t.co/bPyT3EScIX,,2017-12-19 11:46:00,,Santiago,943085078678265856,"@Iberia Saben qué es lo que nos enoja a los consumidores de ustedes? Que no dicen nada porque no quieren comunicarlo, no porque no tienen la información. Siempre los elegí como aerolínea con mucho gusto, pero será la última vez.","@Iberia Saben qué es lo que nos enoja a los consumidores de ustedes? Que no dicen nada porque no quieren comunicarlo, no porque no tienen la información. Siempre los elegí como aerolínea con mucho gusto, pero será la última vez."
936308024574201857,negative,True,0,0,"@Iberia_en el vuelo ib3925 con retraso, sin anuncio de puerta para conexión para el vuelo ib3720. Sin finger, un so… https://t.co/H3j1oEeBTd",,2017-11-30 18:56:00,,,936308024574201857,"@Iberia_en el vuelo ib3925 con retraso, sin anuncio de puerta para conexión para el vuelo ib3720. Sin finger, un solo bus. Gracias por hacerme perder el vuelo. Segunda vez con Iberia y no habrá más.","@Iberia_en el vuelo ib3925 con retraso, sin anuncio de puerta para conexión para el vuelo ib3720. Sin finger, un solo bus. Gracias por hacerme perder el vuelo. Segunda vez con Iberia y no habrá más."
927857767968378880,negative,True,0,0,@Apple Ya me gustaría pero estoy en paro y tengo otras prioridades. Ojalá y me pasara como a los del vuelo de Iberi… https://t.co/8ThRgIiXtt,,2017-07-11 11:18:00,,Greenland,927857767968378880,@Apple Ya me gustaría pero estoy en paro y tengo otras prioridades. Ojalá y me pasara como a los del vuelo de Iberia que les regalaron un móvil,@Apple Ya me gustaría pero estoy en paro y tengo otras prioridades. Ojalá y me pasara como a los del vuelo de Iberia que les regalaron un móvil
930121040629551112,negative,False,0,0,"La suerte no es para siempre, Iberia desciende a segunda división ?",,2017-11-13 17:11:00,,Pacific Time (US & Canada),930121040629551112,"La suerte no es para siempre, Iberia desciende a segunda división ?","La suerte no es para siempre, Iberia desciende a segunda división ?"
930132597883260929,negative,False,0,0,Hola @Iberia si yo no facturo maleta es básicamente para no tener que esperar por ella en las cintas. De este modo… https://t.co/g3Fjo1A4oS,,2017-11-13 17:57:00,,Madrid,930132597883260929,Hola @Iberia si yo no facturo maleta es básicamente para no tener que esperar por ella en las cintas. De este modo pierdo un tiempo valioso y la paciencia.,Hola @Iberia si yo no facturo maleta es básicamente para no tener que esperar por ella en las cintas. De este modo pierdo un tiempo valioso y la paciencia.
946768474763923457,negative,True,0,0,@Iberia @AirNostrumLAM Tenéis un descontrol descomunal. Ahora me pedís que@maletas me habéis entregado. No lo sabéi… https://t.co/5DNYRzLBKr,,2017-12-29 15:42:00,,,946768474763923457,"@Iberia @AirNostrumLAM Tenéis un descontrol descomunal. Ahora me pedís que@maletas me habéis entregado. No lo sabéis? Todo tan informatizado.... El 3 regreso, esto es una p... vergüenza. Si, si la compañía líder... lider de cagarla. Y lo siento por las pa","@Iberia @AirNostrumLAM Tenéis un descontrol descomunal. Ahora me pedís que@maletas me habéis entregado. No lo sabéis? Todo tan informatizado.... El 3 regreso, esto es una p... vergüenza. Si, si la compañía líder... lider de cagarla. Y lo siento por las pa"
933236222322917377,positive,False,0,0,"¡Promoción! Vuelos RyanAir a Europa desde 4,99 euros

TUS OFERTAS - https://t.co/WA0QZIYvzV",,2017-11-22 07:30:00,,,933236222322917377,"¡Promoción! Vuelos RyanAir a Europa desde 4,99 euros

TUS OFERTAS - https://t.co/WA0QZIYvzV","¡Promoción! Vuelos RyanAir a Europa desde 4,99 euros

TUS OFERTAS - https://t.co/WA0QZIYvzV"
923176300243759104,negative,True,0,0,@SamsungEspana @Iberia Me ubiera gustado estar en ese vuelo no solo por los note 8 si no porque colabora con samsung mi marca favorita,,2017-10-25 13:15:00,,,923176300243759104,@SamsungEspana @Iberia Me ubiera gustado estar en ese vuelo no solo por los note 8 si no porque colabora con samsung mi marca favorita,@SamsungEspana @Iberia Me ubiera gustado estar en ese vuelo no solo por los note 8 si no porque colabora con samsung mi marca favorita
940629364538003457,positive,True,0,0,@Iberia gracias por la información!,,2017-12-12 17:08:00,,Pacific Time (US & Canada),940629364538003457,@Iberia gracias por la información!,@Iberia gracias por la información!
936979903903424512,negative,True,0,0,@bonforterocio @Iberia @aa2000oficial es una vergüenza lo de esta empresa @inberia que opere de está manera son una… https://t.co/cQ1iGCqcDb,,2017-02-12 15:26:00,,,936979903903424512,@bonforterocio @Iberia @aa2000oficial es una vergüenza lo de esta empresa @inberia que opere de está manera son una estafa a la patria argentina e irresponsables,@bonforterocio @Iberia @aa2000oficial es una vergüenza lo de esta empresa @inberia que opere de está manera son una estafa a la patria argentina e irresponsables
941366647897681922,positive,False,0,0,"90 años ?
Muchos vuelos ?
¡Muchas felicidades! ?
#Iberia #90Aniversario #FlotaIberia #Historia… https://t.co/6VTkripngo",,2017-12-14 17:57:00,,Amsterdam,941366647897681922,"90 años ?
Muchos vuelos ?
¡Muchas felicidades! ?
#Iberia #90Aniversario #FlotaIberia #Historia… https://t.co/6VTkripngo","90 años ?
Muchos vuelos ?
¡Muchas felicidades! ?
#Iberia #90Aniversario #FlotaIberia #Historia… https://t.co/6VTkripngo"
930458360180363266,neutral,False,0,0,"Ryanair se estanca en España https://t.co/7XApMp6QMz

Ryanair se estanca en España https://t.co/7XApMp6QMz

— El Independiente (indpcom) …",,2017-11-14 15:32:00,,,930458360180363266,ERROR,"Ryanair se estanca en España https://t.co/7XApMp6QMz

Ryanair se estanca en España https://t.co/7XApMp6QMz

— El Independiente (indpcom) …"
925080174655258625,positive,False,0,0,[From our network] Iberia ofrecerá desde noviembre la clase Turista Premium en sus rutas a Lima…… https://t.co/D4zVE1EgRl,,2017-10-30 19:21:00,,Berlin,925080174655258625,[From our network] Iberia ofrecerá desde noviembre la clase Turista Premium en sus rutas a Lima… https://t.co/NzcuTmtf7L #travel #tourism https://t.co/4wpQtHwQh8,[From our network] Iberia ofrecerá desde noviembre la clase Turista Premium en sus rutas a Lima… https://t.co/NzcuTmtf7L #travel #tourism https://t.co/4wpQtHwQh8
930580935908708352,neutral,True,0,0,@xiskya Ese asiento se escoge en la app de iberia por ejemplo.,,2017-11-14 23:39:00,,,930580935908708352,@xiskya Ese asiento se escoge en la app de iberia por ejemplo.,@xiskya Ese asiento se escoge en la app de iberia por ejemplo.
941620617035399168,positive,False,0,0,Ryanair reconocerá a los sindicatos de pilotos para evitar un colapso de sus operaciones en Navidad… https://t.co/jrYHOAFoAZ,,2017-12-15 10:47:00,,,941620617035399168,Ryanair reconocerá a los sindicatos de pilotos para evitar un colapso de sus operaciones en Navidad https://t.co/ovASYW6IPj https://t.co/kldG3K604g,Ryanair reconocerá a los sindicatos de pilotos para evitar un colapso de sus operaciones en Navidad https://t.co/ovASYW6IPj https://t.co/kldG3K604g
932632190130819074,neutral,False,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/fVfUa1fM2y",,2017-11-20 15:30:00,,Zagreb,932632190130819074,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/fVfUa1fM2y","Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/fVfUa1fM2y"
938407966436446208,negative,True,0,0,@Fly_Norwegian peor q Ryanair con las maletas. Los maleteros vacíos y mi maleta en la bodega teniendo como mucho 20… https://t.co/4QjQiybiv4,,2017-06-12 14:01:00,,Greenland,938407966436446208,@Fly_Norwegian peor q Ryanair con las maletas. Los maleteros vacíos y mi maleta en la bodega teniendo como mucho 20 personas delante en la cola,@Fly_Norwegian peor q Ryanair con las maletas. Los maleteros vacíos y mi maleta en la bodega teniendo como mucho 20 personas delante en la cola
945373030049570816,negative,False,0,0,"Vamos a ver, “Cosas que vuelan” y he contestado “Iberia”. 
¿La daríais por válida?",,2017-12-25 19:17:00,,Greenland,945373030049570816,"Vamos a ver, “Cosas que vuelan” y he contestado “Iberia”. 
¿La daríais por válida?","Vamos a ver, “Cosas que vuelan” y he contestado “Iberia”. 
¿La daríais por válida?"
944338839182725120,negative,True,0,0,@SupermanlopezN @Iberia @giroditalia Son unas bestias. No les importa nada.,,2017-12-22 22:48:00,"Pilar, Argentina",,944338839182725120,@SupermanlopezN @Iberia @giroditalia Son unas bestias. No les importa nada.,@SupermanlopezN @Iberia @giroditalia Son unas bestias. No les importa nada.
948204965100736514,negative,True,0,0,@Iberia dos dias intentando comprar un billete con cargo a avios y es imposible! No puedo pagar con ninguna tarjeta. Help!,,2018-02-01 14:50:00,,,948204965100736514,@Iberia dos dias intentando comprar un billete con cargo a avios y es imposible! No puedo pagar con ninguna tarjeta. Help!,@Iberia dos dias intentando comprar un billete con cargo a avios y es imposible! No puedo pagar con ninguna tarjeta. Help!
926099720203915264,neutral,True,0,0,@InfoViajera Gracias chicos. Ryanair se puso las pilas. Lo que comentábamos en el blog: está limpiando culpas por l… https://t.co/ClHxszYOzZ,,2017-02-11 14:52:00,,,926099720203915264,@InfoViajera Gracias chicos. Ryanair se puso las pilas. Lo que comentábamos en el blog: está limpiando culpas por los vuelos cancelados. A aprovechar ya!,@InfoViajera Gracias chicos. Ryanair se puso las pilas. Lo que comentábamos en el blog: está limpiando culpas por los vuelos cancelados. A aprovechar ya!
930607170277773312,negative,True,0,0,@Iberia @Iberia ya gané? ?,,2017-11-15 01:23:00,,Buenos Aires,930607170277773312,@Iberia @Iberia ya gané? ?,@Iberia @Iberia ya gané? ?
926873194061058048,neutral,True,0,0,@Iberia Hola Iberia!!!!,,2017-04-11 18:06:00,,,926873194061058048,@Iberia Hola Iberia!!!!,@Iberia Hola Iberia!!!!
948667410529341442,positive,False,0,0,"estos chicxs de @iberia son tozudos, no tiran la toalla hasta que consiguen solucionar la petición de un cliente, b… https://t.co/OyYO92T8LQ",,2018-03-01 21:28:00,,Greenland,948667410529341442,"estos chicxs de @iberia son tozudos, no tiran la toalla hasta que consiguen solucionar la petición de un cliente, bravo ? por ellos!! #CustomerExperience #CustomerCare","estos chicxs de @iberia son tozudos, no tiran la toalla hasta que consiguen solucionar la petición de un cliente, bravo ? por ellos!! #CustomerExperience #CustomerCare"
925290755014479872,neutral,False,0,0,"A partir de mañana costará 9,5 € reservar un vuelo de Iberia en los GDS vía @hosteltur https://t.co/y1GURiWdLF",,2017-10-31 09:18:00,,Madrid,925290755014479872,"A partir de mañana costará 9,5 € reservar un vuelo de Iberia en los GDS vía @hosteltur https://t.co/y1GURiWdLF","A partir de mañana costará 9,5 € reservar un vuelo de Iberia en los GDS vía @hosteltur https://t.co/y1GURiWdLF"
923281240752574464,neutral,True,0,0,@Iberia pero por la vía MD no me han respondido a las preguntas. Puedo cambiar el billete y pagar la diferencia?,,2017-10-25 20:12:00,,,923281240752574464,@Iberia pero por la vía MD no me han respondido a las preguntas. Puedo cambiar el billete y pagar la diferencia?,@Iberia pero por la vía MD no me han respondido a las preguntas. Puedo cambiar el billete y pagar la diferencia?
936704685771317248,negative,True,0,0,"@Iberia ""arrojen sus maletas por aquí que no hay sitio dentro de la cabina"" #vayaputamierdade aerolinea https://t.co/dQR9GFqikP",,2017-01-12 21:12:00,,,936704685771317248,"@Iberia ""arrojen sus maletas por aquí que no hay sitio dentro de la cabina"" #vayaputamierdade aerolinea https://t.co/dQR9GFqikP","@Iberia ""arrojen sus maletas por aquí que no hay sitio dentro de la cabina"" #vayaputamierdade aerolinea https://t.co/dQR9GFqikP"
933148460810997761,neutral,False,0,0,¿ que tan malo es Ryanair en Europa?,,2017-11-22 01:41:00,"Pasto, Colombia",Bogota,933148460810997761,¿ que tan malo es Ryanair en Europa?,¿ que tan malo es Ryanair en Europa?
